ENSID	HGNC	PMID Gene-disease	Disease OMIM ID	Disease name	PMID Disease
ENSG00000138193	PLCE1	17086182	610725	"Nephrotic syndrome, type 3"	17086182
ENSG00000111276	CDKN1B	17030811	610755	"Multiple endocrine neoplasia, type IV"	17030811
ENSG00000104884	ERCC2	11443545	610756	Cerebrooculofacioskeletal syndrome 2	11443545
ENSG00000012061	ERCC1	17273966	610758	Cerebrooculofacioskeletal syndrome 4	17273966
ENSG00000175283	DOLK	17273964	610768	"Congenital disorder of glycosylation, type Im"	17273964
ENSG00000075415	SLC25A3	17273968	610773	Mitochondrial phosphate carrier deficiency 	17273968
ENSG00000086288	NME8	17360648	610852	"Ciliary dyskinesia, primary, 6"	17360648
ENSG00000185008	ROBO2	17357069	610878	Vesicoureteral reflux 2	17357069
ENSG00000177045	SIX5	17357085	610896	Branchiootorenal syndrome 2	17357085
ENSG00000168484	SFTPC	11207353	610913	"Surfactant metabolism dysfunction, pulmonary, 2"	11207353
ENSG00000167972	ABCA3	15044640	610921	"Surfactant metabolism dysfunction, pulmonary, 3"	15044640
ENSG00000070018	LRP6	17332414	610947	"Coronary artery disease, autosomal dominant, 2"	17332414
ENSG00000175595	ERCC4	17183314	610965	XFE progeroid syndrome	17183314
ENSG00000136352	NKX2-1	9565498	610978	"Choreoathetosis, hypothyroidism, and neonatal respiratory distress"	9565498
ENSG00000135069	PSAT1	17436247	610992	"Phosphoserine aminotransferase deficiency, 20"	17436247
ENSG00000137710	RDX	17226784	611022	"Deafness, autosomal recessive 24"	17226784
ENSG00000235718	MFRP	17167404	611040	"Microphthalmia, isolated 5"	17167404
ENSG00000266173	STRADA	17522105	611087	"Polyhydramnios, megalencephaly, and symptomatic epilepsy"	17522105
ENSG00000164418	GRIK2	17847003	611092	"Mental retardation, autosomal recessive, 6"	17847003
ENSG00000213380	COG8	17220172	611182	"Congenital disorder of glycosylation, type Iih"	17220172
ENSG00000166685	COG1	16537452	611209	"Congenital disorder of glycosylation, type Iig"	16537452
ENSG00000068885	IFT80	17468754	611263	Short-rib thoracic dysplasia 2 with or without polydactyly	17468754
ENSG00000164532	TBX20	17668378	611363	Atrial septal defect 4 	17668378
ENSG00000186111	PIP5K1C	17701898	611369	Lethal congenital contractural syndrome 3	17701898
ENSG00000125730	C3	17634448	611378	"Macular degeneration, age-related, 9"	17634448
ENSG00000125864	BFSP1	17225135	611391	Cataract 33 	17225135
ENSG00000035403	VCL	11815424	611407	"Cardiomyopathy, dilated, 1W"	11815424
ENSG00000166068	SPRED1	17704776	611431	Legius syndrome 	17704776
ENSG00000103249	CLCN7	11207362	611490	"Osteopetrosis, autosomal recessive 4"	11741829
ENSG00000126603	GLIS2	17618285	611498	Nephronophthisis 7 	17618285
ENSG00000105397	TYK2	17088085	611521	Immunodeficiency 35	17088085
ENSG00000146282	RARS2	17847012	611523	"Pontocerebellar hypoplasia, type 6"	17847012
ENSG00000173801	JUP	17924338	611528	Arrhythmogenic right ventricular dysplasia 12	17924338
ENSG00000100122	CRYBB1	12360425	611544	"Cataract 17, multiple types"	12360425
ENSG00000106410	NOBOX	17701902	611548	Premature ovarian failure 5	17701902
ENSG00000132155	RAF1	17603483	611554	LEOPARD syndrome 2	17603483
ENSG00000104812	GYS1	17928598	611556	"Glycogen storage disease 0, muscle"	17928598
ENSG00000106692	FKTN	17044012	611588	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4"	17044012
ENSG00000004939	SLC4A1	9854053	611590	"Renal tubular acidosis, distal, AR"	9854053
ENSG00000170819	BFSP2	10739768	611597	"Cataract 12, multiple types"	10634598
ENSG00000170819	BFSP2	10729115	611597	"Cataract 12, multiple types"	10634598
ENSG00000167552	TUBA1A	17584854	611603	Lissencephaly 3 	17218254
ENSG00000167552	TUBA1A	17218254	611603	Lissencephaly 3 	17218254
ENSG00000106692	FKTN	17036286	611615	"Cardiomyopathy, dilated, 1X"	17036286
ENSG00000155657	TTN	17444505	611705	"Myopathy, early-onset, with fatal cardiomyopathy"	17444505
ENSG00000175110	MRPS22	17873122	611719	Combined oxidative phosphorylation deficiency 5	17873122
ENSG00000197746	PSAP	15773042	611722	"Krabbe disease, atypical"	15773042
ENSG00000243335	KCTD7	17455289	611726	"Epilepsy, progressive myoclonic 3, with or without intracellular inclusions"	17455289
ENSG00000142405	NLRP12	18230725	611762	Familial cold autoinflammatory syndrome 2	18230725
ENSG00000130203	APOE	9176854	611771	Lipoprotein glomerulopathy	9176854
ENSG00000116016	EPAS1	18184961	611783	"Erythrocytosis, familial, 4"	18184961
ENSG00000167995	BEST1	18179881	611809	"Bestrophinopathy, autosomal recessive"	18179881
ENSG00000177098	SCN4B	17592081	611819	Long QT syndrome-10	17592081
ENSG00000140416	TPM1	11273725	611878	"Cardiomyopathy, dilated, 1Y"	11273725
ENSG00000140416	TPM1	11273725	611878	Left ventricular noncompaction 9	11273725
ENSG00000114854	TNNC1	15542288	611879	"Cardiomyopathy, dilated, 1Z"	15542288
ENSG00000118729	CASQ2	11704930	611938	"Ventricular tachycardia, catecholaminergic polymorphic, 2"	11401939
ENSG00000101439	CST3	11815350	611953	"Macular degeneration, age-related, 11"	11815350
ENSG00000172115	CYCS	18345000	612004	Thrombocytopenia 4 	18345000
ENSG00000032444	PNPLA6	18313024	612020	"Spastic paraplegia 39, autosomal recessive"	18313024
ENSG00000180228	PRKRA	18243799	612067	Dystonia 16	18420150
ENSG00000136143	SUCLA2	15877282	612073	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)	15877282
ENSG00000048392	RRM2B	17486094	612075	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)	17486094
ENSG00000048392	RRM2B	17486094	612075	Mitochondrial DNA depletion syndrome 8B (MNGIE type)	17486094
ENSG00000106344	RBM28	18439547	612079	"Alopecia, neurologic defects, and endocrinopathy syndrome"	18439547
ENSG00000007062	PROM1	10587575	612095	Retinitis pigmentosa 41 	10587575
ENSG00000100906	NFKBIA	14523047	612132	"Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency"	14523047
ENSG00000077522	ACTN2	14567970	612158	"Cardiomyopathy, dilated, 1AA, with or without LVNC"	14567970
ENSG00000106331	PAX4	17426099	612225	"Maturity-onset diabetes of the young, type IX"	17426099
ENSG00000144381	HSPD1	18571143	612233	"Leukodystrophy, hypomyelinating, 4"	18571143
ENSG00000128604	IRF5	17881657	612245	Inflammatory bowel disease 14	17881657
ENSG00000172936	MYD88	18669862	612260	"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency"	18669862
ENSG00000109062	SLC9A3R1	18784102	612287	"Nephrolithiasis/osteoporosis, hypophosphatemic, 2"	18784102
ENSG00000105996	HOXA2	18394579	612290	"Microtia, hearing impairment, and cleft palate (AR)"	18394579
ENSG00000169427	KCNK9	18678320	612292	Birk-Barel mental retardation dysmorphism syndrome	18678320
ENSG00000183733	FIGLA	18499083	612310	Premature ovarian failure 6	18499083
ENSG00000103089	FA2H	19068277	612319	"Spastic paraplegia 35, autosomal recessive"	18463364
ENSG00000180509	KCNE1	9341873	612347	Jervell and Lange-Nielsen syndrome 2	9341873
ENSG00000165915	SLC39A13	18513683	612350	"Spondylocheirodysplasia, Ehlers-Danlos syndrome-like"	18513683
ENSG00000106397	PLOD3	18834968	612394	Lysyl hydroxylase 3 deficiency	18834968
ENSG00000125965	GDF5	17384641	612400	Osteoarthritis-5	17384641
ENSG00000165506	DNAAF2	19052621	612518	"Ciliary dyskinesia, primary, 10"	19052621
ENSG00000135100	HNF1A	9313763	612520	"Diabetes mellitus, insulin-dependent, 20"	9313763
ENSG00000169359	SLC33A1	19061983	612539	"Spastic paraplegia 42, autosomal dominant"	19061983
ENSG00000141349	G6PC3	19118303	612541	Dursun syndrome 	19118303
ENSG00000141349	G6PC3	19118303	612541	"Neutropenia, severe congenital 4, autosomal recessive"	19118303
ENSG00000101365	IDH3B	18806796	612572	Retinitis pigmentosa 46 	18806796
ENSG00000112367	FIG4	19118816	612577	Amyotrophic lateral sclerosis 11	19118816
ENSG00000129910	CDH15	19012874	612580	"Mental retardation, autosomal dominant 3 "	19012874
ENSG00000149571	KIRREL3	19012874	612581	Mental retardation autosomal dominant 4 	19012874
ENSG00000197283	SYNGAP1	19196676	612621	"Mental retardation, autosomal dominant 5"	19196676
ENSG00000121742	GJB6	10471490	612643	"Deafness, autosomal dominant 3B"	10471490
ENSG00000188910	GJB3	9843210	612644	"Deafness, autosomal dominant 2B"	9843210
ENSG00000121742	GJB6	11807148	612645	"Deafness, autosomal recessive 1B"	11807148
ENSG00000111834	RSPH4A	19200523	612649	"Ciliary dyskinesia, primary, 11"	19200523
ENSG00000112144	ICK	19185282	612651	Endocrine-cerebroosteodysplasia	19185282
ENSG00000079215	SLC1A3	16116111	612656	"Episodic ataxia, type 6"	16116111
ENSG00000007062	PROM1	18654668	612657	Cone-rod dystrophy 12	18654668
ENSG00000007312	CD79B	17675462	612692	Agammaglobulinemia 6 	17675462
ENSG00000123473	STIL	19215732	612703	"Microcephaly 7, primary, autosomal recessive"	19215732
ENSG00000131055	COX4I2	19268275	612714	"Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis"	19268275
ENSG00000159251	ACTC1	17947298	612794	Atrial septal defect 5	17947298
ENSG00000198682	PAPSS2	9771708	612847	Brachyolmia 4 with mild epiphyseal and metaphyseal changes	9714015
ENSG00000046604	DSG2	18678517	612877	"Cardiomyopathy, dilated, 1BB"	18678517
ENSG00000107104	KANK1	16301218	612900	"Cerebral palsy, spastic quadriplegic, 2"	16301218
ENSG00000096696	DSP	9887343	612908	Keratosis palmoplantaris striata II	9887343
ENSG00000124006	OBSL1	19481195	612921	3-M syndrome 2	19481195
ENSG00000108515	ENO3	11506403	612932	Glycogen storage disease XIII	11506403
ENSG00000221838	AP4M1	19559397	612936	"Spastic paraplegia 50, autosomal recessive"	19559397
ENSG00000179085	DPM3	19576565	612937	"Congenital disorder of glycosylation, type Io"	19576565
ENSG00000140718	FTO	19559399	612938	"Growth retardation, developmental delay, facial dysmorphism"	19559399
ENSG00000102678	FGF9	19589401	612961	Multiple synostoses syndrome 3	19589401
ENSG00000171202	TMEM126A	19327736	612989	Optic atrophy 7 	19327736
ENSG00000113263	ITK	19425169	613011	Lymphoproliferative syndrome 1	19425169
ENSG00000110195	FOLR1	19732866	613068	Neurodegeneration due to cerebral folate transport deficiency	19732866
ENSG00000166828	SCNN1G	18507830	613071	Bronchiectasis with or without elevated sweat chloride 3	18507830
ENSG00000127554	GFER	19409522	613076	"Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay"	19409522
ENSG00000048392	RRM2B	19664747	613077	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5"	19664747
ENSG00000167210	LOXHD1	19732867	613079	"Deafness, autosomal recessive 77"	19732867
ENSG00000095464	PDE6C	19615668	613093	Cone dystrophy 4 	19615668
ENSG00000156466	GDF6	19129173	613094	"Microphthalmia, isolated 4"	19129173
ENSG00000076944	STXBP2	19804848	613101	"Hemophagocytic lymphohistiocytosis, familial, 5"	19804848
ENSG00000134762	DSC3	19765682	613102	Hypotrichosis and recurrent skin vesicles	19765682
ENSG00000172243	CLEC7A	19864674	613108	"Candidiasis, familial, 4, autosomal recessive"	19864674
ENSG00000101162	TUBB1	15956286	613112	"Macrothrombocytopenia, autosomal dominant, TUBB1-related"	15956286
ENSG00000154153	RETREG1	19838196	613115	"Neuropathy, hereditary sensory and autonomic, type IIB"	19838196
ENSG00000142319	SLC6A3	19478460	613135	"Parkinsonism-dystonia, infantile"	19478460
ENSG00000085998	POMGNT1	19067344	613151	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3"	19067344
ENSG00000009830	POMT2	17634419	613156	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2"	17634419
ENSG00000009830	POMT2	17878207	613158	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2"	17923109
ENSG00000203867	RBM20	19712804	613172	"Cardiomyopathy, dilated, 1DD"	19712804
ENSG00000167995	BEST1	19853238	613194	"Retinitis pigmentosa, concentric"	19853238
ENSG00000167995	BEST1	19853238	613194	Retinitis pigmentosa-50	19853238
ENSG00000160789	LMNA	15148145	613205	"Muscular dystrophy, congenital"	15148145
ENSG00000198835	GJC2	19056803	613206	"Spastic paraplegia 44, autosomal recessive"	19056803
ENSG00000166415	WDR72	19853237	613211	"Amelogenesis imperfecta, type IIA3"	19853237
ENSG00000197616	MYH6	15998695	613252	"Cardiomyopathy, dilated, 1EE"	15998695
ENSG00000129991	TNNI3	19590045	613286	"Cardiomyopathy, dilated, 1FF"	19590045
ENSG00000254647	INS	18162506	613370	"Maturity-onset diabetes of the young, type 10"	18162506
ENSG00000159251	ACTC1	9563954	613424	"Cardiomyopathy, dilated, 1R"	9563954
ENSG00000092054	MYH7	11106718	613426	"Cardiomyopathy, dilated, 1S"	11106718
ENSG00000092054	MYH7	11106718	613426	Left ventricular noncompaction 5 	11106718
ENSG00000176165	FOXG1	18571142	613454	"Rett syndrome, congenital variant"	18571142
ENSG00000177455	CD19	16672701	613493	"Immunodeficiency, common variable, 3"	16672701
ENSG00000159958	TNFRSF13C	19666484	613494	"Immunodeficiency, common variable, 4"	19666484
ENSG00000128322	IGLL1	9419212	613500	Agammaglobulinemia 2 	9419212
ENSG00000105369	CD79A	10525050	613501	Agammaglobulinemia 3	10525050
ENSG00000095585	BLNK	10583958	613502	Agammaglobulinemia 4 	10583958
ENSG00000136802	LRRC8A	14660746	613506	Agammaglobulinemia 5	14660746
ENSG00000164597	COG5	19690088	613612	"Congenital disorder of glycosylation, type Iii"	19690088
ENSG00000179111	HES7	18775957	613686	"Spondylocostal dysostosis 4, autosomal recessive"	18775957
ENSG00000159197	KCNE2	10219239	613693	Long QT syndrome 6 	10219239
ENSG00000080815	PSEN1	17186461	613694	"Cardiomyopathy, dilated, 1U"	17186461
ENSG00000156466	GDF6	19864492	613703	"Microphthalmia with coloboma 6, digenic"	19864492
ENSG00000184344	GDF3	19864492	613703	Microphthalmia with coloboma 6	19864492
ENSG00000184344	GDF3	19864492	613704	"Microphthalmia, isolated 7"	19864492
ENSG00000116030	SUMO1	16990542	613705	Orofacial cleft 10	16990542
ENSG00000125454	SLC25A19	19798730	613710	Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type)	19798730
ENSG00000075043	KCNQ2	12742592	613720	"Epileptic encephalopathy, early infantile, 7 "	12742592
ENSG00000136531	SCN2A	15028761	613721	"Epileptic encephalopathy, early infantile, 11"	15028761
ENSG00000116171	SCP2	16685654	613724	Leukoencephalopathy with dystonia and motor neuropathy	16685654
ENSG00000140459	CYP11A1	11502818	613743	"Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete"	11502818
ENSG00000129535	NRL	10192380	613750	Retinitis pigmentosa 	10192380
ENSG00000114739	ACVR2B	9916847	613751	"Heterotaxy, visceral, 4, autosomal"	9916847
ENSG00000198515	CNGA1	7479749	613756	Retinitis pigmentosa 49	7479749
ENSG00000173976	RAX2	15028672	613757	"Macular degeneration, age-related, 6"	15028672
ENSG00000130561	SAG	9565049	613758	Retinitis pigmentosa 47	9565049
ENSG00000109846	CRYAB	11577372	613763	Cataract 	11577372
ENSG00000155657	TTN	10462489	613765	"Cardiomyopathy, familial hypertrophic, 9"	10462489
ENSG00000070729	CNGB1	11379879	613767	Retinitis pigmentosa 45 	11379879
ENSG00000148604	RGR	10581022	613769	Retinitis pigmentosa 44	10581022
ENSG00000182326	C1S	9856483	613783	C1s deficiency 	9856483
ENSG00000168329	CX3CR1	15208270	613784	"Macular degeneration, age-related, 12"	15208270
ENSG00000009724	MASP2	12904520	613791	MASP2 deficiency 	12904520
ENSG00000116745	RPE65	9326941	613794	Retinitis pigmentosa 	9326941
ENSG00000115415	STAT1	12590259	613796	"Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive"	12590259
ENSG00000133256	PDE6B	8394174	613801	Retinitis pigmentosa-40	8394174
ENSG00000132915	PDE6A	7493036	613810	Retinitis pigmentosa 43 	7493036
ENSG00000172817	CYP7B1	9802883	613812	"Bile acid synthesis defect, congenital, 3"	9802883
ENSG00000160602	NEK8	18199800	613824	Nephronophthisis 9	18199800
ENSG00000156413	FUT6	8175676	613852	Fucosyltransferase 6 deficiency	8175676
ENSG00000130283	GDF1	17924340	613854	"Transposition of great arteries, dextro-looped 3"	17924340
ENSG00000182389	CACNB4	10762541	613855	"Episodic ataxia, type 5"	10762541
ENSG00000134183	GNAT2	12077706	613856	Achromatopsia 4	12077706
ENSG00000142748	FCN3	19535802	613860	Immunodeficiency due to ficolin 3 deficiency	19535802
ENSG00000153208	MERTK	11062461	613862	Retinitis pigmentosa 38	11062461
ENSG00000170615	SLC26A5	12719379	613865	"Deafness, autosomal recessive 61"	12719379
ENSG00000278540	ACACA	6114432	613933	Acetyl-CoA carboxylase deficiency	6114432
ENSG00000165588	OTX2	18728160	613986	"Pituitary hormone deficiency, combined, 6"	18728160
ENSG00000145912	NHP2	18523010	613987	"Dyskeratosis congenita, autosomal recessive 2"	18523010
ENSG00000164362	TERT	16247010	613989	"Dyskeratosis congenita, autosomal dominant 2"	16247010
ENSG00000164362	TERT	16247010	613989	"Dyskeratosis congenita, autosomal recessive 4"	16247010
ENSG00000092330	TINF2	18252230	613990	"Dyskeratosis congenita, autosomal dominant 3"	18252230
ENSG00000110245	APOC3	2022742	614028	Apolipoprotein C-III deficiency	2022742
ENSG00000063854	HAGH	5485124	614033	Glyoxalase II deficiency	5485124
ENSG00000159261	CLDN14	11163249	614035	"Deafness, autosomal recessive 29"	11163249
ENSG00000175899	A2M	94459	614036	Alpha-2-macroglobulin deficiency 	94459
ENSG00000213316	LTC4S	9820300	614037	Leukotriene C4 synthase deficiency	9820300
ENSG00000107796	ACTA2	19409525	614042	Moyamoya disease 5	19409525
ENSG00000175606	TMEM70	18953340	614052	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2"	18953340
ENSG00000120437	ACAT2	20597	614055	ACAT2 deficiency	20597
ENSG00000197616	MYH6	15735645	614089	Atrial septal defect 3	15735645
ENSG00000115414	FN1	2869211	614101	Plasma fibronectin deficiency	2869211
ENSG00000168291	PDHB	15138885	614111	Pyruvate dehydrogenase E1-beta deficiency	15138885
ENSG00000112280	COL9A1	11565064	614135	"Epiphyseal dysplasia, multiple, 6"	11565064
ENSG00000106605	BLVRA	19580635	614156	Hyperbiliverdinemia	19580635
ENSG00000059377	TBXAS1	6101498	614158	Thromboxane synthase deficiency	6101498
ENSG00000138379	MSTN	15215484	614160	Muscle hypertrophy 	15215484
ENSG00000113231	PDE8B	18272904	614190	"Pigmented nodular adrenocortical disease, primary, 3"	18272904
ENSG00000181481	RNF135	17632510	614192	"Macrocephaly, macrosomia, facial dysmorphism syndrome"	17632510
ENSG00000100987	VSX1	15051220	614195	?Craniofacial anomalies and anterior segment dysgenesis syndrome	15051220
ENSG00000007314	SCN4A	12766226	614198	Myasthenic syndrome congenital 	12766226
ENSG00000088053	GP6	19549989	614201	"Bleeding disorder, platelet-type, 11"	19549989
ENSG00000242110	AMACR	10655068	614307	Alpha-methylacyl-CoA racemase deficiency	10655068
ENSG00000182533	CAV3	11805270	614321	"Myopathy, distal, Tateyama type"	11805270
ENSG00000111046	MYF6	11053684	614408	"Myopathy, centronuclear, 3"	11053684
ENSG00000136574	GATA4	18672102	614429	Ventricular septal defect 1 	18672102
ENSG00000164442	CITED2	16287139	614431	Ventricular septal defect 2 	16287139
ENSG00000164442	CITED2	16287139	614433	Atrial septal defect 8	16287139
ENSG00000140092	FBLN5	12618961	614434	"Cutis laxa, autosomal dominant 2"	12618961
ENSG00000178726	THBD	7811989	614486	Thrombophilia due to thrombomodulin defect	7811989
ENSG00000165970	SLC6A5	16751771	614618	Hyperekplexia 3 	16751771
ENSG00000109738	GLRB	11929858	614619	"Hyperekplexia 2, autosomal recessive"	11929858
ENSG00000049167	ERCC8	19329487	614621	UV-sensitive syndrome 2	19329487
ENSG00000148459	PDSS1	17332895	614651	"Coenzyme Q10 deficiency, primary, 2"	17332895
ENSG00000164494	PDSS2	17186472	614652	"Coenzyme Q10 deficiency, primary, 3"	17186472
ENSG00000083937	CHMP2B	16807408	614696	Amyotrophic lateral sclerosis 17	16807408
ENSG00000270141	TERC	9572992	614743	Aplastic anemia	9572992
ENSG00000116014	KISS1R	14573733	614837	Hypogonadotropic hypogonadism 8 with or without anosmia	12788881
ENSG00000165802	NSMF	15362570	614838	Hypogonadotropic hypogonadism 9 with or without anosmia	15362570
ENSG00000113302	IL12B	9854038	614890	"Immunodeficiency 29, mycobacteriosis"	9854038
ENSG00000096996	IL12RB1	9603733	614891	Immunodeficiency 	9603732
ENSG00000096996	IL12RB1	9603732	614891	Immunodeficiency 	9603732
ENSG00000115415	STAT1	11452125	614892	"Immunodeficiency 31A, mycobacteriosis, autosomal dominant"	11452125
ENSG00000079739	PGM1	19625727	614921	"Congenital disorder of glycosylation, type It"	19625727
ENSG00000186197	EDARADD	17354266	614940	"Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant"	17354266
ENSG00000174697	LEP	9202122	614962	"Obesity, morbid, due to leptin deficiency"	9202122
ENSG00000116678	LEPR	9537324	614963	"Obesity, morbid, due to leptin receptor deficiency"	9537324
ENSG00000005471	ABCB4	9419367	614972	"Cholestasis, intrahepatic, of pregnancy, 3"	9419367
ENSG00000138207	RBP4	9888420	615147	"Retinal dystrophy, iris coloboma, and comedogenic acne syndrome"	9888420
ENSG00000156467	UQCRB	12709789	615158	"Mitochondrial complex III deficiency, nuclear type 3"	12709789
ENSG00000164405	UQCRQ	18439546	615159	"Mitochondrial complex III deficiency, nuclear type 4"	18439546
ENSG00000109846	CRYAB	16483541	615184	"Cardiomyopathy, dilated, 1II"	16483541
ENSG00000112769	LAMA4	17646580	615235	"Cardiomyopathy, dilated, 1JJ"	17646580
ENSG00000105370	LIM2	11917274	615277	"Cataract 19, multiple types"	11917274
ENSG00000169032	MAP2K1	16439621	615279	Cardiofaciocutaneous syndrome 3 	16439621
ENSG00000125965	GDF5	16127465	615298	"Symphalangism, proximal, 1B"	16127465
ENSG00000120693	SMAD9	19211612	615342	"Pulmonary hypertension, primary, 2"	19211612
ENSG00000091831	ESR1	8090165	615363	Estrogen resistance 	8090165
ENSG00000134571	MYBPC3	12379228	615396	"Cardiomyopathy, dilated, 1MM"	12379228
ENSG00000171723	GPHN	11095995	615501	Molybdenum cofactor deficiency C	11095995
ENSG00000167996	FTH1	11389486	615517	"Hemochromatosis, type 5"	11389486
ENSG00000113494	PRLR	18779591	615554	Multiple fibroadenomas of the breast	18779591
ENSG00000087086	FTL	15173247	615604	"L-ferritin deficiency, dominant and recessive"	15173247
ENSG00000167286	CD3D	14602880	615617	Immunodeficiency 19 	14602880
ENSG00000203747	FCGR3A	8608639	615707	Immunodeficiency 20	8608639
ENSG00000170465	KRT6C	19609311	615735	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse"	19609311
ENSG00000182866	LCK	9664084	615758	Immunodeficiency 22	9664084
ENSG00000171401	KRT13	7493031	615785	White sponge nevus 2	7493031
ENSG00000096696	DSP	16628197	615821	"Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis"	16628197
ENSG00000121853	GHSR	16511605	615925	"Growth hormone deficiency, isolated partial"	16511605
ENSG00000277494	GPIHBP1	17883852	615947	"Hyperlipoproteinemia, type 1D"	17883852
ENSG00000167748	KLK1	11912256	615953	"Kallikrein, decreased urinary activity of"	11912256
ENSG00000099769	IGFALS	14762184	615961	"Acid-labile subunit, deficiency of"	14762184
ENSG00000170175	CHRNB1	8872460	616313	"Myasthenic syndrome, congenital, 2A, slow-channel"	8872460
ENSG00000170175	CHRNB1	10562302	616314	"Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency"	10562302
ENSG00000135902	CHRND	11782989	616321	"Myasthenic syndrome, congenital, 3A, slow-channel"	11782989
ENSG00000135902	CHRND	11435464	616322	"Myasthenic syndrome, congenital, 3B, fast-channel"	11435464
ENSG00000135902	CHRND	16916845	616323	"Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency"	16916845
ENSG00000030304	MUSK	15496425	616325	"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency"	15496425
ENSG00000187486	KCNJ11	15784703	616329	"Maturity-onset diabetes of the young, type 13"	15784703
ENSG00000163161	ERCC3	9012405	616390	"Trichothiodystrophy 2, photosensitive"	9012405
ENSG00000138061	CYP1B1	11403040	617315	"Anterior segment dysgenesis 6, multiple subtypes"	11403040
ENSG00000105711	SCN1B	19710327	617350	"Epileptic encephalopathy, early infantile, 52"	19710327
ENSG00000105429	MEGF8	23063620	614976	Carpenter syndrome 2	"Altunhan, H., Annagur, A., Ors, R. The association of Carpenter syndrome and situs inversus totalis: first case report. Turk. Klin. J. Med. Sci. 31: 464-467, 2011."
ENSG00000048545	GUCA1A	9425234	602093	Cone dystrophy-3 	"Payne, A. M., Downes, S. M., Bessant, D. A. R., Taylor, R., Fitzke, F. W., Holder, G., Bird, A. C., Bhattacharya, S. New locus for autosomal dominant cone dystrophy mapping to 6p21.1. (Abstract) Am. J. Hum. Genet. 61 (suppl.): A290 only, 1997."
ENSG00000048545	GUCA1A	9425234	602093	Cone-rod dystrophy 14 	"Payne, A. M., Downes, S. M., Bessant, D. A. R., Taylor, R., Fitzke, F. W., Holder, G., Bird, A. C., Bhattacharya, S. New locus for autosomal dominant cone dystrophy mapping to 6p21.1. (Abstract) Am. J. Hum. Genet. 61 (suppl.): A290 only, 1997."
ENSG00000186832	KRT16	8595410	613000	"Palmoplantar keratoderma, nonepidermolytic, focal"	"Stevens, H. P., Kelsell, D. P., Spurr, N. K., Bishop, D. T., Purkis, P. E., Griffiths, W. A. D., Rustin, M. H. A., Leigh, I. M. Keratin staining and linkage of non-epidermolytic focal palmoplantar keratodermas (PPK) to 17q. (Abstract) Brit. J. Derm. 131: 425 only, 1994."
ENSG00000131100	ATP6V1E1	28065471	617402	"Cutis laxa, autosomal recessive, type IIC"	28065471
ENSG00000156983	BRPF1	27939639	617333	Intellectual developmental disorder with dysmorphic facies and ptosis	27939639
ENSG00000101935	AMMECR1	27811305	300990	"Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis"	27811305
ENSG00000182492	BGN	27632686	300989	Meester-Loeys syndrome	27632686
ENSG00000034693	PEX3	27557811	617370	Peroxisome biogenesis disorder 10B	27557811
ENSG00000139719	VPS33A	27547915	617303	Mucopolysaccharidosis-plus syndrome	27547915
ENSG00000138411	HECW2	27389779	617268	"Neurodevelopmental disorder with hypotonia, seizures, and absent language"	27334371
ENSG00000198336	MYL4	27066836	617280	"Atrial fibrillation, familial, 18"	25807286
ENSG00000134313	KIDINS220	27005418	617296	"Spastic paraplegia, intellectual disability, nystagmus, and obesity"	26083449
ENSG00000144406	UNC80	26708751	616801	"Hypotonia, infantile, with psychomotor retardation and characteristic facies 2"	26708751
ENSG00000196876	SCN8A	26677014	617080	"Seizures, benign familial infantile, 5"	26677014
ENSG00000172500	FIBP	26660953	617107	Thauvin-Robinet-Faivre syndrome	26660953
ENSG00000198920	KIAA0753	26643951	617127	Orofaciodigital syndrome XV	26643951
ENSG00000112276	BVES	26642364	616812	"Muscular dystrophy, limb-girdle, type 2X"	26642364
ENSG00000118503	TNFAIP3	26642243	616744	"Autoinflammatory syndrome, familial, Behcet-like"	26642243
ENSG00000100348	TXN2	26626369	616811	Combined oxidative phosphorylation deficiency 29	26626369
